,Title,key_1,Year,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
851,nothing to lose,1994,1994,tt0110693,movie,nothing to lose,nothing to lose,0.0,1994.0,,,"Action,Crime,Drama"
901,notorious,1946,1946,tt0038787,movie,notorious,notorious,0.0,1946.0,,102,"Drama,Film-Noir,Romance"
2540,notting hill,1999,1999,tt0125439,movie,notting hill,notting hill,0.0,1999.0,,124,"Comedy,Drama,Romance"
36,now and then,1995,1995,tt0114011,movie,now and then,now and then,0.0,1995.0,,100,"Comedy,Drama,Romance"
1452,nowhere,1997,1997,tt0119809,movie,nowhere,nowhere,0.0,1997.0,,82,"Comedy,Drama,Sci-Fi"
146,nueba yol,1995,1995,tt0114015,movie,nueba yol,nueba yol,0.0,1995.0,,106,"Comedy,Drama"
2087,number seventeen,1932,1932,tt0023285,movie,number 17,number seventeen,0.0,1932.0,,66,"Crime,Mystery,Thriller"
3591,nurse betty,2000,2000,tt0171580,movie,nurse betty,nurse betty,0.0,2000.0,,110,"Comedy,Crime,Drama"
3533,nutty professor ii: the klumps,2000,2000,tt0144528,movie,nutty professor ii: the klumps,nutty professor ii: the klumps,0.0,2000.0,,106,"Comedy,Romance,Sci-Fi"
1580,nénette et boni,1996,1996,tt0117221,movie,nénette et boni,nénette et boni,0.0,1996.0,,103,Drama
2465,nô,1998,1998,tt0128370,movie,nô,nô,0.0,1998.0,,85,Drama
2365,october sky,1999,1999,tt0132477,movie,october sky,october sky,0.0,1999.0,,108,"Biography,Drama,Family"
930,of human bondage,1934,1934,tt0025586,movie,of human bondage,of human bondage,0.0,1934.0,,83,"Drama,Romance"
709,of love and shadows,1994,1994,tt0110712,movie,of love and shadows,of love and shadows,0.0,1994.0,,105,"Drama,Romance,Thriller"
3059,of mice and men,1992,1992,tt0105046,movie,of mice and men,of mice and men,0.0,1992.0,,115,"Drama,Western"
1627,office killer,1997,1997,tt0119819,movie,office killer,office killer,0.0,1997.0,,82,"Comedy,Crime,Horror"
2366,office space,1999,1999,tt0151804,movie,office space,office space,0.0,1999.0,,89,Comedy
981,old yeller,1957,1957,tt0050798,movie,old yeller,old yeller,0.0,1957.0,,83,"Adventure,Drama,Family"
704,oliver & company,1988,1988,tt0095776,movie,oliver & company,oliver & company,0.0,1988.0,,74,"Adventure,Animation,Comedy"
1849,oliver!,1968,1968,tt0063385,movie,oliver!,oliver!,0.0,1968.0,,153,"Drama,Family,Musical"
2812,on any sunday,1971,1971,tt0067527,movie,on any sunday,on any sunday,0.0,1971.0,,96,"Documentary,Sport"
1078,on golden pond,1981,1981,tt0082846,movie,on golden pond,on golden pond,0.0,1981.0,,109,Drama
3381,on her majesty's secret service,1969,1969,tt0064757,movie,on her majesty's secret service,on her majesty's secret service,0.0,1969.0,,142,"Action,Adventure,Thriller"
3498,on our merry way,1948,1948,tt0040664,movie,on our merry way,on our merry way,0.0,1948.0,,107,"Comedy,Music,Romance"
3152,on the beach,1959,1959,tt0053137,movie,on the beach,on the beach,0.0,1959.0,,134,"Drama,Romance,Sci-Fi"
2679,on the ropes,1999,1999,tt0181733,movie,on the ropes,on the ropes,0.0,1999.0,,94,"Documentary,Drama,Sport"
3357,on the town,1949,1949,tt0041716,movie,on the town,on the town,0.0,1949.0,,98,"Comedy,Musical,Romance"
1843,on the waterfront,1954,1954,tt0047296,movie,on the waterfront,on the waterfront,0.0,1954.0,,108,"Crime,Drama,Thriller"
1164,once upon a time in america,1984,1984,tt0087843,movie,once upon a time in america,once upon a time in america,0.0,1984.0,,229,"Crime,Drama"
98,once upon a time... when we were colored,1995,1995,tt0114039,movie,once upon a time... when we were colored,once upon a time... when we were colored,0.0,1995.0,,115,"Drama,Romance"
297,once were warriors,1994,1994,tt0110729,movie,once were warriors,once were warriors,0.0,1994.0,,102,"Crime,Drama"
2135,one crazy summer,1986,1986,tt0091680,movie,one crazy summer,one crazy summer,0.0,1986.0,,93,"Comedy,Romance"
613,one fine day,1996,1996,tt0117247,movie,one fine day,one fine day,0.0,1996.0,,108,"Comedy,Drama,Romance"
1135,one flew over the cuckoo's nest,1975,1975,tt0073486,movie,one flew over the cuckoo's nest,one flew over the cuckoo's nest,0.0,1975.0,,133,Drama
3358,one little indian,1973,1973,tt0070481,movie,one little indian,one little indian,0.0,1973.0,,90,"Comedy,Family,Western"
1972,one magic christmas,1985,1985,tt0089731,movie,one magic christmas,one magic christmas,0.0,1985.0,,89,"Family,Fantasy"
2106,one man's hero,1999,1999,tt0120775,movie,one man's hero,one man's hero,0.0,1999.0,,121,"Action,Drama,History"
1585,one night stand,1997,1997,tt0119832,movie,one night stand,one night stand,0.0,1997.0,,102,"Drama,Romance"
2179,one tough cop,1998,1998,tt0122642,movie,one tough cop,one tough cop,0.0,1998.0,,90,"Action,Crime"
2147,one true thing,1998,1998,tt0120776,movie,one true thing,one true thing,0.0,1998.0,,127,Drama
2966,onegin,1999,1999,tt0119079,movie,onegin,onegin,0.0,1999.0,,106,"Drama,Romance"
2699,only angels have wings,1939,1939,tt0031762,movie,only angels have wings,only angels have wings,0.0,1939.0,,121,"Adventure,Drama,Romance"
295,only you,1994,1994,tt0110737,movie,only you,only you,0.0,1994.0,,109,"Comedy,Romance"
680,operation dumbo drop,1995,1995,tt0114048,movie,operation dumbo drop,operation dumbo drop,0.0,1995.0,,107,"Action,Adventure,Comedy"
1854,ordinary people,1980,1980,tt0081283,movie,ordinary people,ordinary people,0.0,1980.0,,124,Drama
2196,orgazmo,1997,1997,tt0124819,movie,orgazmo,orgazmo,0.0,1997.0,,94,Comedy
721,original gangstas,1996,1996,tt0117260,movie,original gangstas,original gangstas,0.0,1996.0,,99,"Action,Crime,Drama"
2651,oscar and lucinda,1997,1997,tt0119843,movie,oscar and lucinda,oscar and lucinda,0.0,1997.0,,132,"Drama,Romance"
2602,otello,1986,1986,tt0091699,movie,otello,otello,0.0,1986.0,,118,"Drama,Music"
34,othello,1995,1995,tt0114057,movie,othello,othello,0.0,1995.0,,123,"Drama,Romance"
3573,our town,1940,1940,tt0032881,movie,our town,our town,0.0,1940.0,,90,"Drama,Family,Romance"
1858,out of africa,1985,1985,tt0089755,movie,out of africa,out of africa,0.0,1985.0,,161,"Biography,Drama,Romance"
1811,out of sight,1998,1998,tt0120780,movie,out of sight,out of sight,0.0,1998.0,,123,"Comedy,Crime,Drama"
1955,out of the past,1947,1947,tt0039689,movie,out of the past,out of the past,0.0,1947.0,,97,"Crime,Drama,Film-Noir"
1498,out to sea,1997,1997,tt0119848,movie,out to sea,out to sea,0.0,1997.0,,106,"Comedy,Romance"
298,outbreak,1995,1995,tt0114069,movie,outbreak,outbreak,0.0,1995.0,,127,"Action,Drama,Thriller"
2612,outrageous fortune,1987,1987,tt0093690,movie,outrageous fortune,outrageous fortune,0.0,1987.0,,99,Comedy
2305,outside ozona,1998,1998,tt0144546,movie,outside ozona,outside ozona,0.0,1998.0,,100,"Comedy,Drama,Romance"
2689,outside providence,1999,1999,tt0125971,movie,outside providence,outside providence,0.0,1999.0,,96,"Comedy,Drama,Romance"
2876,oxygen,1999,1999,tt0160620,movie,oxygen,oxygen,0.0,1999.0,,92,"Crime,Drama,Thriller"
3016,pacific heights,1990,1990,tt0100318,movie,pacific heights,pacific heights,0.0,1990.0,,102,Thriller
3617,pajama party,1964,1964,tt0058440,movie,pajama party,pajama party,0.0,1964.0,,82,"Comedy,Musical,Romance"
3000,pal joey,1957,1957,tt0050815,movie,pal joey,pal joey,0.0,1957.0,,111,"Drama,Musical,Romance"
2268,pale rider,1985,1985,tt0089767,movie,pale rider,pale rider,0.0,1985.0,,115,"Drama,Western"
1689,palmetto,1998,1998,tt0120782,movie,palmetto,palmetto,0.0,1998.0,,114,"Crime,Drama,Mystery"
3395,pandora and the flying dutchman,1951,1951,tt0043899,movie,pandora and the flying dutchman,pandora and the flying dutchman,0.0,1951.0,,124,"Drama,Fantasy,Mystery"
304,panther,1995,1995,tt1363478,movie,panther,panther,0.0,1995.0,,83,Action
303,panther,1995,1995,tt0114084,movie,panther,panther,0.0,1995.0,,124,Drama
2999,papillon,1973,1973,tt0070511,movie,papillon,papillon,0.0,1973.0,,151,"Biography,Crime,Drama"
1293,paradise lost: the child murders at robin hood hills,1996,1996,tt0117293,movie,paradise lost: the child murders at robin hood hills,paradise lost: the child murders at robin hood hills,0.0,1996.0,,150,"Crime,Documentary"
1429,paradise road,1997,1997,tt0119859,movie,paradise road,paradise road,0.0,1997.0,,122,"Drama,History,War"
1246,parallel sons,1995,1995,tt0114089,movie,parallel sons,parallel sons,0.0,1995.0,,93,"Drama,Romance"
2131,parasite,1982,1982,tt0084472,movie,parasite,parasite,0.0,1982.0,,85,"Horror,Sci-Fi"
3283,parenthood,1989,1989,tt0098067,movie,parenthood,parenthood,0.0,1989.0,,124,"Comedy,Drama"
1133,paris is burning,1990,1990,tt0100332,movie,paris is burning,paris is burning,0.0,1990.0,,71,"Documentary,Drama,Romance"
570,"paris, france",1993,1993,tt0107779,movie,"paris, france","paris, france",0.0,1993.0,,112,"Comedy,Drama,Thriller"
1243,"paris, texas",1984,1984,tt0087884,movie,"paris, texas","paris, texas",0.0,1984.0,,145,Drama
205,party girl,1995,1995,tt0114095,movie,party girl,party girl,0.0,1995.0,,94,"Comedy,Drama,Romance"
1128,passion fish,1992,1992,tt0105107,movie,passion fish,passion fish,0.0,1992.0,,135,Drama
2298,patch adams,1998,1998,tt0129290,movie,patch adams,patch adams,0.0,1998.0,,115,"Biography,Comedy,Drama"
667,pather panchali,1955,1955,tt0048473,movie,pather panchali,pather panchali,0.0,1955.0,,125,Drama
1119,paths of glory,1957,1957,tt0050825,movie,paths of glory,paths of glory,0.0,1957.0,,88,"Drama,War"
3046,patriot games,1992,1992,tt0105112,movie,patriot games,patriot games,0.0,1992.0,,117,"Action,Thriller"
1210,patton,1970,1970,tt0066206,movie,patton,patton,0.0,1970.0,,172,"Biography,Drama,War"
1713,paulie,1998,1998,tt0125454,movie,paulie,paulie,0.0,1998.0,,91,"Adventure,Comedy,Drama"
2353,payback,1999,1999,tt0120784,movie,payback,payback,0.0,1999.0,,100,"Action,Crime,Drama"
647,peanuts - die bank zahlt alles,1996,1996,tt0117312,movie,peanuts - die bank zahlt alles,peanuts - die bank zahlt alles,0.0,1996.0,,95,Comedy
2156,pecker,1998,1998,tt0126604,movie,pecker,pecker,0.0,1998.0,,87,"Comedy,Drama"
3359,pee-wee's big adventure,1985,1985,tt0089791,movie,pee-wee's big adventure,pee-wee's big adventure,0.0,1985.0,,91,"Adventure,Comedy,Family"
2351,peeping tom,1960,1960,tt0054167,movie,peeping tom,peeping tom,0.0,1960.0,,101,"Drama,Horror,Thriller"
2336,peggy sue got married,1986,1986,tt0091738,movie,peggy sue got married,peggy sue got married,0.0,1986.0,,103,"Comedy,Drama,Fantasy"
2784,penitentiary,1979,1979,tt0079709,movie,penitentiary,penitentiary,0.0,1979.0,,99,"Crime,Drama,Sport"
2785,penitentiary ii,1982,1982,tt0084485,movie,penitentiary ii,penitentiary ii,0.0,1982.0,,108,"Crime,Drama,Sport"
927,penny serenade,1941,1941,tt0034012,movie,penny serenade,penny serenade,0.0,1941.0,,119,"Drama,Romance"
2146,permanent midnight,1998,1998,tt0120788,movie,permanent midnight,permanent midnight,0.0,1998.0,,88,"Biography,Drama,Romance"
40,persuasion,1995,1995,tt11333812,movie,persuasion,persuasion,0.0,1995.0,,,
2378,pet sematary,1989,1989,tt0098084,movie,pet sematary,pet sematary,0.0,1989.0,,103,"Fantasy,Horror,Thriller"
2379,pet sematary ii,1992,1992,tt0105128,movie,pet sematary ii,pet sematary ii,0.0,1992.0,,100,"Fantasy,Horror,Thriller"
999,pete's dragon,1977,1977,tt0076538,movie,pete's dragon,pete's dragon,0.0,1977.0,,128,"Adventure,Animation,Comedy"
1973,peter pan,1953,1953,tt0046183,movie,peter pan,peter pan,0.0,1953.0,,77,"Adventure,Animation,Family"
2865,peter's friends,1992,1992,tt0105130,movie,peter's friends,peter's friends,0.0,1992.0,,101,"Comedy,Drama,Romance"
2747,phantasm,1979,1979,tt0079714,movie,phantasm,phantasm,0.0,1979.0,,89,"Horror,Sci-Fi"
3549,phantasm ii,1988,1988,tt0095863,movie,phantasm ii,phantasm ii,0.0,1988.0,,97,"Action,Fantasy,Horror"
3550,phantasm iii: lord of the dead,1994,1994,tt0110823,movie,phantasm iii: lord of the dead,phantasm iii: lord of the dead,0.0,1994.0,,91,"Action,Fantasy,Horror"
3551,phantasm iv: oblivion,1998,1998,tt0138703,movie,phantasm iv: oblivion,phantasm iv: oblivion,0.0,1998.0,,90,"Fantasy,Horror,Sci-Fi"
1572,phantoms,1998,1998,tt0119891,movie,phantoms,phantoms,0.0,1998.0,,96,"Horror,Sci-Fi,Thriller"
763,pharaoh's army,1995,1995,tt0114122,movie,pharaoh's army,pharaoh's army,0.0,1995.0,,90,Western
822,phat beach,1996,1996,tt0117332,movie,phat beach,phat beach,0.0,1996.0,,89,Comedy
791,phenomenon,1996,1996,tt0117333,movie,phenomenon,phenomenon,0.0,1996.0,,123,"Drama,Fantasy,Romance"
515,philadelphia,1993,1993,tt0107818,movie,philadelphia,philadelphia,0.0,1993.0,,125,Drama
2073,phoenix,1998,1998,tt0119892,movie,phoenix,phoenix,0.0,1998.0,,107,"Crime,Drama"
1820,pi,1998,1998,tt0138704,movie,pi,pi,0.0,1998.0,,84,"Drama,Horror,Mystery"
952,picnic,1955,1955,tt0048491,movie,picnic,picnic,0.0,1955.0,,115,"Drama,Romance"
1813,picnic at hanging rock,1975,1975,tt0073540,movie,picnic at hanging rock,picnic at hanging rock,0.0,1975.0,,115,"Drama,Mystery"
1513,picture perfect,1997,1997,tt0119896,movie,picture perfect,picture perfect,0.0,1997.0,,101,"Comedy,Drama,Romance"
142,pie in the sky,1995,1995,tt0114131,movie,pie in the sky,pie in the sky,0.0,1995.0,,95,"Comedy,Romance"
2231,pink flamingos,1972,1972,tt0069089,movie,pink flamingos,pink flamingos,0.0,1972.0,,93,"Comedy,Crime"
608,pinocchio,1940,1940,tt0032910,movie,pinocchio,pinocchio,0.0,1940.0,,88,"Adventure,Animation,Comedy"
2846,piranha,1978,1978,tt0078087,movie,piranha,piranha,0.0,1978.0,,94,"Comedy,Horror,Sci-Fi"
3091,pitch black,2000,2000,tt0134847,movie,pitch black,pitch black,0.0,2000.0,,109,"Action,Horror,Sci-Fi"
2920,places in the heart,1984,1984,tt0087921,movie,places in the heart,places in the heart,0.0,1984.0,,111,Drama
2392,planet of the apes,1968,1968,tt0063442,movie,planet of the apes,planet of the apes,0.0,1968.0,,112,"Adventure,Sci-Fi"
1054,platoon,1986,1986,tt0091763,movie,platoon,platoon,0.0,1986.0,,120,"Drama,War"
2982,play it to the bone,1999,1999,tt0196857,movie,play it to the bone,play it to the bone,0.0,1999.0,,124,"Comedy,Drama,Sport"
2310,playing by heart,1998,1998,tt0145734,movie,playing by heart,playing by heart,0.0,1998.0,,121,"Comedy,Drama,Romance"
1564,playing god,1997,1997,tt0119906,movie,playing god,playing god,0.0,1997.0,,94,"Crime,Drama,Thriller"
2191,pleasantville,1998,1998,tt0120789,movie,pleasantville,pleasantville,0.0,1998.0,,124,"Comedy,Drama,Fantasy"
2616,plenty,1985,1985,tt0089816,movie,plenty,plenty,0.0,1985.0,,121,Drama
2739,plunkett & macleane,1999,1999,tt0134033,movie,plunkett & macleane,plunkett & macleane,0.0,1999.0,,99,"Action,Adventure,Comedy"
61,pocahontas,1995,1995,tt9047432,movie,pocahontas,pocahontas,0.0,1995.0,,53,Animation
57,pocahontas,1995,1995,tt0114148,movie,pocahontas,pocahontas,0.0,1995.0,,81,"Adventure,Animation,Drama"
517,poetic justice,1993,1993,tt0107840,movie,poetic justice,poetic justice,0.0,1993.0,,109,"Drama,Romance"
3015,poison,1991,1991,tt0102687,movie,poison,poison,0.0,1991.0,,85,"Drama,Horror,Romance"
2881,poison ivy,1992,1992,tt0105156,movie,poison ivy,poison ivy,0.0,1992.0,,93,"Drama,Thriller"
2247,police academy,1984,1984,tt0087928,movie,police academy,police academy,0.0,1984.0,,96,Comedy
2248,police academy 2: their first assignment,1985,1985,tt0089822,movie,police academy 2: their first assignment,police academy 2: their first assignment,0.0,1985.0,,87,Comedy
2249,police academy 3: back in training,1986,1986,tt0091777,movie,police academy 3: back in training,police academy 3: back in training,0.0,1986.0,,83,Comedy
2250,police academy 4: citizens on patrol,1987,1987,tt0093756,movie,police academy 4: citizens on patrol,police academy 4: citizens on patrol,0.0,1987.0,,88,"Comedy,Crime"
2251,police academy 5: assignment: miami beach,1988,1988,tt0095882,movie,police academy 5: assignment: miami beach,police academy 5: assignment: miami beach,0.0,1988.0,,90,"Comedy,Crime"
2252,police academy 6: city under siege,1989,1989,tt0098105,movie,police academy 6: city under siege,police academy 6: city under siege,0.0,1989.0,,84,"Comedy,Crime"
1903,polish wedding,1998,1998,tt0119910,movie,polish wedding,polish wedding,0.0,1998.0,,105,"Comedy,Drama,Romance"
983,pollyanna,1960,1960,tt0054195,movie,pollyanna,pollyanna,0.0,1960.0,,134,"Comedy,Drama,Family"
1887,poltergeist,1982,1982,tt0084516,movie,poltergeist,poltergeist,0.0,1982.0,,114,"Horror,Thriller"
1888,poltergeist ii: the other side,1986,1986,tt0091778,movie,poltergeist ii: the other side,poltergeist ii: the other side,0.0,1986.0,,91,Horror
1889,poltergeist iii,1988,1988,tt0095889,movie,poltergeist iii,poltergeist iii,0.0,1988.0,,98,"Horror,Thriller"
1465,ponette,1996,1996,tt0117359,movie,ponette,ponette,0.0,1996.0,,97,Drama
1974,popeye,1980,1980,tt0081353,movie,popeye,popeye,0.0,1980.0,,114,"Adventure,Comedy,Family"
2538,pork chop hill,1959,1959,tt0053183,movie,pork chop hill,pork chop hill,0.0,1959.0,,97,"Drama,War"
3419,porky's,1981,1981,tt0084522,movie,porky's,porky's,0.0,1981.0,,94,Comedy
3420,porky's ii: the next day,1983,1983,tt0086129,movie,porky's ii: the next day,porky's ii: the next day,0.0,1983.0,,98,Comedy
3421,porky's revenge,1985,1985,tt0089826,movie,porky's revenge,porky's revenge,0.0,1985.0,,92,Comedy
2832,portraits chinois,1996,1996,tt0117365,movie,shadow play,portraits chinois,0.0,1996.0,,111,"Comedy,Romance"
3372,possession,1981,1981,tt0082933,movie,possession,possession,0.0,1981.0,,124,"Drama,Horror"
3531,pot o' gold,1941,1941,tt0034055,movie,pot o' gold,pot o' gold,0.0,1941.0,,86,"Comedy,Musical,Romance"
32,powder,1995,1995,tt0114168,movie,powder,powder,0.0,1995.0,,111,"Drama,Fantasy,Mystery"
2187,practical magic,1998,1998,tt0120791,movie,practical magic,practical magic,0.0,1998.0,,104,"Comedy,Drama,Fantasy"
2267,prancer,1989,1989,tt0098115,movie,prancer,prancer,0.0,1989.0,,103,"Drama,Family,Fantasy"
3284,predator,1987,1987,tt0093773,movie,predator,predator,0.0,1987.0,,107,"Action,Adventure,Horror"
3426,predator 2,1990,1990,tt0100403,movie,predator 2,predator 2,0.0,1990.0,,108,"Action,Horror,Sci-Fi"
1372,prefontaine,1997,1997,tt0119937,movie,prefontaine,prefontaine,0.0,1997.0,,106,"Biography,Drama,Romance"
2027,pretty in pink,1986,1986,tt0091790,movie,pretty in pink,pretty in pink,0.0,1986.0,,97,"Comedy,Drama,Romance"
609,pretty woman,1990,1990,tt0100405,movie,pretty woman,pretty woman,0.0,1990.0,,119,"Comedy,Romance"
3245,price of glory,2000,2000,tt0188160,movie,price of glory,price of glory,0.0,2000.0,,118,"Drama,Sport"
3303,prick up your ears,1987,1987,tt0093776,movie,prick up your ears,prick up your ears,0.0,1987.0,,105,"Biography,Drama"
305,priest,1994,1994,tt0110889,movie,priest,priest,0.0,1994.0,,105,"Drama,Romance"
632,primal fear,1996,1996,tt0117381,movie,primal fear,primal fear,0.0,1996.0,,129,"Crime,Drama,Mystery"
1715,primary colors,1998,1998,tt0119942,movie,primary colors,primary colors,0.0,1998.0,,143,"Comedy,Drama"
3462,prince of the city,1981,1981,tt0082945,movie,prince of the city,prince of the city,0.0,1981.0,,167,"Crime,Drama"
1752,prince valiant,1997,1997,tt0119947,movie,prince valiant,prince valiant,0.0,1997.0,,91,"Adventure,Fantasy,Romance"
585,princess caraboo,1994,1994,tt0110892,movie,princess caraboo,princess caraboo,0.0,1994.0,,97,"Comedy,Drama,History"
1086,private benjamin,1980,1980,tt0081375,movie,private benjamin,private benjamin,0.0,1980.0,,109,"Comedy,War"
1402,private parts,1997,1997,tt0119951,movie,private parts,private parts,0.0,1997.0,,109,"Biography,Comedy,Drama"
3422,private school,1983,1983,tt0086143,movie,private school,private school,0.0,1983.0,,89,"Comedy,Romance"
3417,prizzi's honor,1985,1985,tt0089841,movie,prizzi's honor,prizzi's honor,0.0,1985.0,,130,"Comedy,Crime,Drama"
2649,problem child,1990,1990,tt0100419,movie,problem child,problem child,0.0,1990.0,,81,"Comedy,Family"
2650,problem child 2,1991,1991,tt0102719,movie,problem child 2,problem child 2,0.0,1991.0,,90,"Comedy,Family"
3499,project moon base,1953,1953,tt0046213,movie,project moon base,project moon base,0.0,1953.0,,63,Sci-Fi
1882,prom night,1980,1980,tt0081383,movie,prom night,prom night,0.0,1980.0,,92,"Horror,Mystery,Thriller"
1156,psycho,1960,1960,tt0054215,movie,psycho,psycho,0.0,1960.0,,109,"Horror,Mystery,Thriller"
2256,psycho,1998,1998,tt0155975,movie,psycho,psycho,0.0,1998.0,,105,"Horror,Mystery,Thriller"
3541,psycho beach party,2000,2000,tt0206226,movie,psycho beach party,psycho beach party,0.0,2000.0,,95,"Comedy,Horror,Mystery"
2748,psycho ii,1983,1983,tt0086154,movie,psycho ii,psycho ii,0.0,1983.0,,113,"Crime,Horror,Mystery"
2749,psycho iii,1986,1986,tt0091799,movie,psycho iii,psycho iii,0.0,1986.0,,93,"Horror,Mystery,Thriller"
2701,public access,1993,1993,tt0107895,movie,public access,public access,0.0,1993.0,,90,"Drama,Thriller"
302,pulp fiction,1994,1994,tt0110912,movie,pulp fiction,pulp fiction,0.0,1994.0,,154,"Crime,Drama"
1206,pump up the volume,1990,1990,tt0100436,movie,pump up the volume,pump up the volume,0.0,1990.0,,102,"Comedy,Drama,Music"
3552,pumpkinhead,1988,1988,tt0095925,movie,pumpkinhead,pumpkinhead,0.0,1988.0,,86,"Fantasy,Horror"
2460,pushing tin,1999,1999,tt0120797,movie,pushing tin,pushing tin,0.0,1999.0,,124,"Comedy,Drama,Romance"
760,quartier mozart,1992,1992,tt0105201,movie,quartier mozart,quartier mozart,0.0,1992.0,,80,Comedy
3396,quatermass and the pit,1967,1967,tt0062168,movie,quatermass and the pit,quatermass and the pit,0.0,1967.0,,97,"Horror,Mystery,Sci-Fi"
2700,queens logic,1991,1991,tt0102741,movie,queens logic,queens logic,0.0,1991.0,,100,"Comedy,Drama"
1776,quest for camelot,1998,1998,tt0120800,movie,quest for camelot,quest for camelot,0.0,1998.0,,86,"Adventure,Animation,Comedy"
306,quiz show,1994,1994,tt0110932,movie,quiz show,quiz show,0.0,1994.0,,133,"Biography,Drama,History"
138,race the sun,1996,1996,tt0117427,movie,race the sun,race the sun,0.0,1996.0,,100,"Adventure,Comedy,Drama"
2610,radio days,1987,1987,tt0093818,movie,radio days,radio days,0.0,1987.0,,88,Comedy
519,radioland murders,1994,1994,tt0110939,movie,radioland murders,radioland murders,0.0,1994.0,,108,"Comedy,Crime,Drama"
1165,raging bull,1980,1980,tt0081398,movie,raging bull,raging bull,0.0,1980.0,,129,"Biography,Drama,Sport"
1138,raiders of the lost ark,1981,1981,tt0082971,movie,indiana jones and the raiders of the lost ark,raiders of the lost ark,0.0,1981.0,,115,"Action,Adventure"
3153,railroaded!,1947,1947,tt0039748,movie,railroaded!,railroaded!,0.0,1947.0,,72,"Crime,Drama,Film-Noir"
2750,rain,1932,1932,tt0023369,movie,rain,rain,0.0,1932.0,,94,Drama
1860,rain man,1988,1988,tt0095953,movie,rain man,rain man,0.0,1988.0,,133,Drama
3087,raining stones,1993,1993,tt0107920,movie,raining stones,raining stones,0.0,1993.0,,90,"Comedy,Drama"
3175,raise the titanic,1980,1980,tt0081400,movie,raise the titanic,raise the titanic,0.0,1980.0,,115,"Action,Adventure,Drama"
1324,raising arizona,1987,1987,tt0093822,movie,raising arizona,raising arizona,0.0,1987.0,,94,"Comedy,Crime"
2272,rambo iii,1988,1988,tt0095956,movie,rambo iii,rambo iii,0.0,1988.0,,102,"Action,Adventure,Thriller"
2269,rambo: first blood part ii,1985,1985,tt0089880,movie,rambo: first blood part ii,rambo: first blood part ii,0.0,1985.0,,96,"Action,Adventure,Thriller"
1155,ran,1985,1985,tt0089881,movie,ran,ran,0.0,1985.0,,162,"Action,Drama,War"
2751,random hearts,1999,1999,tt0156934,movie,random hearts,random hearts,0.0,1999.0,,133,"Drama,Mystery,Romance"
818,ransom,1996,1996,tt0117438,movie,ransom,ransom,0.0,1996.0,,121,"Action,Crime,Thriller"
1750,ratchet,1996,1996,tt0117443,movie,ratchet,ratchet,0.0,1996.0,,114,Thriller
2422,ravenous,1999,1999,tt0129332,movie,ravenous,ravenous,0.0,1999.0,,101,"Adventure,Horror,Western"
1100,raw deal,1948,1948,tt0040723,movie,raw deal,raw deal,0.0,1948.0,,79,"Crime,Drama,Film-Noir"
2819,rawhead rex,1986,1986,tt0091829,movie,rawhead rex,rawhead rex,0.0,1986.0,,89,"Fantasy,Horror,Mystery"
2841,re-animator,1985,1985,tt0089885,movie,re-animator,re-animator,0.0,1985.0,,84,"Comedy,Horror,Sci-Fi"
3270,ready to rumble,2000,2000,tt0217756,movie,ready to rumble,ready to rumble,0.0,2000.0,,107,"Comedy,Sport"
1236,real genius,1985,1985,tt0089886,movie,real genius,real genius,0.0,1985.0,,108,"Comedy,Romance,Sci-Fi"
370,reality bites,1994,1994,tt0110950,movie,reality bites,reality bites,0.0,1994.0,,99,"Comedy,Drama,Romance"
875,rear window,1954,1954,tt0047396,movie,rear window,rear window,0.0,1954.0,,112,"Mystery,Thriller"
899,rebecca,1940,1940,tt0032976,movie,rebecca,rebecca,0.0,1940.0,,130,"Drama,Film-Noir,Mystery"
1069,rebel without a cause,1955,1955,tt0048545,movie,rebel without a cause,rebel without a cause,0.0,1955.0,,111,Drama
210,reckless,1995,1995,tt0114241,movie,reckless,reckless,0.0,1995.0,,91,"Comedy,Drama,Fantasy"
1603,red corner,1997,1997,tt0119994,movie,red corner,red corner,0.0,1997.0,,122,"Crime,Drama,Thriller"
3208,red dawn,1984,1984,tt0087985,movie,red dawn,red dawn,0.0,1984.0,,114,"Action,Drama,Thriller"
2241,red sonja,1985,1985,tt0089893,movie,red sonja,red sonja,0.0,1985.0,,89,"Action,Adventure,Fantasy"
2765,reds,1981,1981,tt0082979,movie,reds,reds,0.0,1981.0,,195,"Biography,Drama,History"
3360,regret to inform,1998,1998,tt0181786,movie,regret to inform,regret to inform,0.0,1998.0,,72,"Documentary,War"
3104,reindeer games,2000,2000,tt0184858,movie,reindeer games,reindeer games,0.0,2000.0,,104,"Action,Adventure,Crime"
310,relative fear,1994,1994,tt0110965,movie,relative fear,relative fear,0.0,1994.0,,94,"Drama,Horror,Thriller"
2406,relax... it's just sex,1998,1998,tt0159696,movie,relax... it's just sex,relax... it's just sex,0.0,1998.0,,110,Comedy
3611,remember the titans,2000,2000,tt0210945,movie,remember the titans,remember the titans,0.0,2000.0,,113,"Biography,Drama,Sport"
523,renaissance man,1994,1994,tt0110971,movie,renaissance man,renaissance man,0.0,1994.0,,128,"Comedy,Drama"
1864,repo man,1984,1984,tt0087995,movie,repo man,repo man,0.0,1984.0,,92,"Action,Comedy,Crime"
